Bài,生词,Pinyin,描述,意义,例如,复习,检查
bài 23,优越,#NAME?,很好,thượng đẳng,他的家庭条件很优越。,,FALSE
bài 23,大大,#NAME?,很厉害,To To,这次改变大大提高了效率。,,FALSE
bài 23,攒,#NAME?,存钱,Cứu,我攒了很久才买到这部手机。,,FALSE
bài 23,实事求是,#NAME?,实事求是,Tìm kiếm chân lý từ thực tế,做人一定要实事求是。,,FALSE
bài 23,远远,#NAME?,差很远,Xa,他的水平远远超过别人。,,FALSE
bài 23,领域,#NAME?,领域,cánh đồng,他在医学领域很有名气。,,FALSE
bài 23,预测,#NAME?,提前知道,dự đoán,我预测他会成功。,,FALSE
bài 24,离奇,#NAME?,事情发生得很奇怪，让人很难相信,kỳ lạ,这件事情太离奇了，谁都想不到会这样。,,FALSE
bài 24,崇拜,#NAME?,非常敬佩某人，把他当作榜样,tôn thờ,我从小就崇拜那个足球明星。,,FALSE
bài 24,冲击,#NAME?,用力撞击或强烈影响,Sự va chạm,海浪冲击着海岸边的石头。,,FALSE
bài 24,拼搏,#NAME?,全力以赴地努力奋斗,Nỗ lực,运动员们在赛场上奋力拼搏。,,FALSE
bài 24,聚精会神,#NAME?,注意力非常集中，一点都不分散,Tập trung,他聚精会神地看比赛，一动不动。,,FALSE
bài 24,防守,#NAME?,保护自己的地方不被对方攻入,Phòng thủ,这支球队防守很厉害，对方很难进球。,,FALSE
bài 24,火箭,#NAME?,一种飞行速度非常快的飞行器,Tên lửa,火箭发射后很快就消失在天空了。,,FALSE
bài 24,横,#NAME?,态度粗暴，不讲道理,nằm ngang,那个人说话很横，没人敢跟他吵架。,,FALSE
bài 24,阴谋,#NAME?,暗中计划做坏事,âm mưu,他的阴谋被朋友们发现了。,,FALSE
bài 24,当场,#NAME?,在事情发生的那个地方和时候,ngay tại chỗ,小偷当场就被警察抓住了。,,FALSE
bài 24,事件,#NAME?,已经发生的重要事情,sự kiện,这个事件上了新闻头条。,,FALSE
bài 24,遮挡,#NAME?,挡住光线或视线,Sự cản trở,大树遮挡住了强烈的阳光。,,FALSE
bài 24,裁判,#NAME?,体育比赛中负责判罚的人,trọng tài,裁判吹哨结束了比赛。,,FALSE
bài 24,大意,#NAME?,做事不小心，忽略了细节,ý tưởng chính,他太大意了，把护照忘在家里。,,FALSE
bài 24,悲哀,#NAME?,感到非常伤心和难过,nỗi buồn,听到这个消息，她心里很悲哀。,,FALSE
bài 24,主办,#NAME?,负责组织和举办活动,chủ nhà,中国主办了这次国际会议。,,FALSE
bài 24,特意,#NAME?,专门为了某个目的去做,đặc biệt,我特意早点来等你。,,FALSE
bài 24,警告,#NAME?,提醒别人注意危险或错误,cảnh báo,医生警告他不能再喝酒了。,,FALSE
bài 24,疏忽,#NAME?,不注意而造成失误,sơ suất,因为疏忽，他把文件弄丢了。,,FALSE
bài 24,重心,#NAME?,身体或事情的主要平衡点,Tâm trọng lực,走路时要注意身体重心。,,FALSE
bài 24,中断,#NAME?,事情突然停止进行,Sự gián đoạn,比赛因为下雨而中断了。,,FALSE
bài 24,刹车,#NAME?,让车辆或机器停止前进,phanh,司机赶紧刹车才没撞到人。,,FALSE
bài 24,防御,#NAME?,保护自己不受攻击,phòng thủ,我们要做好防御准备。,,FALSE
bài 24,心态,#NAME?,对待事情的心理状态,tư duy,他心态很好，从不抱怨。,,FALSE
bài 24,南辕北辙,#NAME?,做法和目标完全相反,Đi về hướng nam trong khi đang đi về hướng bắc.,他们两个的想法完全南辕北辙。,,FALSE
bài 24,注重,#NAME?,特别重视某方面,Hãy chú ý đến,公司很注重员工培训。,,FALSE
bài 24,胜负,#NAME?,比赛的输赢结果,Thắng hay thua,这场比赛胜负还没有分出来。,,FALSE
bài 24,残酷,#NAME?,非常冷酷无情,tàn nhẫn,比赛的竞争非常残酷。,,FALSE
bài 24,争议,#NAME?,大家意见不同，产生争论,tranh luận,这个决定引起了很大争议。,,FALSE
bài 24,打仗,#NAME?,进行战斗或激烈争论,trận đánh,球迷们在网上打了一场嘴仗。,,FALSE
bài 24,打官司,#NAME?,通过法律途径解决问题,vụ kiện,他们要去法院打官司。,,FALSE
bài 24,守护,#NAME?,保护某人或某物,bảo vệ,战士们守护着边境。,,FALSE
bài 24,谴责,#NAME?,强烈批评和指责,lên án,大家一起谴责这种不文明行为。,,FALSE
bài 24,凶手,#NAME?,杀害别人的人,kẻ giết người,警察正在抓捕凶手。,,FALSE
bài 24,冤枉,#NAME?,被人误会而受到不公正对待,Bị kết án oan,他觉得自己被冤枉了。,,FALSE
bài 24,辩解,#NAME?,解释说明自己没有错,thứ lỗi,他急忙辩解说不是自己干的。,,FALSE
bài 24,成心,#NAME?,故意去做某事,cố ý,我不是成心要迟到的。,,FALSE
bài 24,意料,#NAME?,事先想到或预料到,Hy vọng,这个结果完全出乎意料。,,FALSE
bài 24,频繁,#NAME?,次数很多，经常发生,thường xuyên,他最近频繁去国外出差。,,FALSE
bài 24,航空,#NAME?,跟飞机飞行有关的事物,hàng không,他在航空公司工作。,,FALSE
bài 24,熨,#NAME?,用熨斗把衣服烫平,sắt,妈妈正在熨衣服。,,FALSE
bài 24,磕,#NAME?,身体部位碰到硬物受伤,cú đánh,他走路不小心磕破了头。,,FALSE
bài 24,嘴唇,#NAME?,嘴巴外面的一圈皮肤,môi,他紧张得嘴唇发白。,,FALSE
bài 24,拽,#NAME?,用力拉扯东西,Sự lôi kéo,别拽我，衣服要坏了。,,FALSE
bài 24,乐极生悲,#NAME?,高兴过了头反而发生坏事,Niềm vui biến thành nỗi buồn,他高兴得太早，结果乐极生悲。,,FALSE
bài 24,恼火,#NAME?,心里很生气,khó chịu,听到这话他非常恼火。,,FALSE
bài 24,雪上加霜,#NAME?,坏事接连发生，情况更糟,Thêm dầu vào lửa,他的病还没好，又丢了工作，真是雪上加霜。,,FALSE
bài 24,荒唐,#NAME?,想法或做法非常不合理,vô lý,这个想法太荒唐了。,,FALSE
bài 24,指甲,#NAME?,手指尖上的硬壳,móng tay,她喜欢涂指甲油。,,FALSE
bài 24,处置,#NAME?,处理和解决事情,Xử lý,这些旧东西需要尽快处置。,,FALSE
bài 24,电钻,#NAME?,用来打孔的电动工具,máy khoan điện,工人用电钻在墙上打孔。,,FALSE
bài 24,遭受,#NAME?,遇到不好的事情,chịu đựng,这个城市遭受了严重暴雨。,,FALSE
bài 24,微不足道,#NAME?,非常小，不值得一提,không đáng kể,这点小忙微不足道，不用客气。,,FALSE
bài 25,服气,#NAME?,心服口服，承认别人比自己强,Tôi chấp nhận,小明不知为何被老师训斥了一顿，心里很不服气。,,FALSE
bài 25,军队,#NAME?,军队,quân đội,军队平时加强训练，战时才能打胜仗。,,FALSE
bài 25,武器,#NAME?,武器，打仗用的东西,cánh tay,人民解放军全面更新了武器装备。,,FALSE
bài 25,当务之急,#NAME?,现在最重要、最紧急要做的事,Nhiệm vụ cấp bách nhất,现在当务之急是解决住宿问题。,,FALSE
bài 25,承办,#NAME?,负责组织、承办活动,Thực hiện,中国承办了2008年的北京奥运会。,,FALSE
bài 25,委托,#NAME?,把事情交给别人帮忙做,Giao phó,这件事，我已委托同事全权办理。,,FALSE
bài 25,即将,#NAME?,马上就要，快要发生,Sớm,天色越来越阴暗了，一场暴风雪即将到来。,,FALSE
bài 25,紧迫,#NAME?,很紧急，时间不够,cấp bách,时间非常紧迫，我们要立即行动。,,FALSE
bài 25,公务,#NAME?,公家的事，政府的工作,nhiệm vụ chính thức,政府授权给那家机构去执行公务。,,FALSE
bài 25,款待,#NAME?,热情招待客人,lòng hiếu khách,今天，我们在家里款待远方来的客人。,,FALSE
bài 25,叮嘱,#NAME?,反复叮咛、嘱咐,Hướng dẫn,老师一再叮嘱我们，过马路要注意安全。,,FALSE
bài 25,算数,#NAME?,说话算话，遵守承诺,đếm,你既然答应他了，就要说话算数。,,FALSE
bài 25,逼迫,#NAME?,强迫别人做不愿意做的事,lực lượng,孩子不安心学习，父母不要逼迫他，更不能打骂。,,FALSE
bài 25,响亮,#NAME?,声音很大很清楚,Ồn ào,她回答问题声音特别响亮。,,FALSE
bài 25,吩咐,#NAME?,吩咐、叫别人去做,Hướng dẫn,老师吩咐小明打扫教室的卫生。,,FALSE
bài 25,下属,#NAME?,下级工作人员,cấp dưới,听了下属的意见，他决定改正以前的工作作风。,,FALSE
bài 25,充足,#NAME?,足够多，很充足,đủ,商店里，各种商品数量充足，价格稳定。,,FALSE
bài 25,拖延,#NAME?,拖长时间，不及时完成,sự trì hoãn,你病得很重，赶快上医院，不能再拖延了。,,FALSE
bài 25,期限,#NAME?,最后必须完成的期限,thuật ngữ,工程的截止期限是本月二十日。,,FALSE
bài 25,活该,#NAME?,活该，自作自受,Đáng đời ngươi!,他总是不听家人和朋友的劝告，终于受骗了，活该！,,FALSE
bài 25,探听,#NAME?,偷偷打听消息,nghe lén,他深入敌区探听敌情，非常危险。,,FALSE
bài 25,汇报,#NAME?,向上级报告工作,báo cáo,老师正在听取班干部的汇报。,,FALSE
bài 25,探望,#NAME?,去探访、看望别人,thăm nom,暑假里，妈妈带我特地去北京探望外婆。,,FALSE
bài 25,寒暄,#NAME?,见面时说客气话、聊天,lời chào,回家途中遇到一个故友，不得不停下寒暄几句。,,FALSE
bài 25,为难,#NAME?,让人为难、不好办,Khó,这个问题太难了，真是把我为难住了。,,FALSE
bài 25,严密,#NAME?,严密、没有漏洞,chặt,这瓶罐头封口不严密，已经变质了。,,FALSE
bài 25,侧面,#NAME?,侧面，从旁边看,bên,那尊塑像表现的是他的侧面。,,FALSE
bài 25,机密,#NAME?,很秘密、不能让别人知道的事,bảo mật,这些机密信息必须严格保管，不能泄露给任何人。,,FALSE
bài 25,保密,#NAME?,保守秘密，不告诉别人,Bảo mật,对这项工作计划，大家一定要保密。,,FALSE
bài 25,走漏,#NAME?,消息泄露出去,Hở,这个消息千万不能透露出去，以免走漏风声！,,FALSE
bài 25,沉思,#NAME?,低头认真思考,thiền định,爸爸沉思一会儿，答应了我的要求。,,FALSE
bài 25,意图,#NAME?,意图、想做什么的目的,chủ đích,赵刚这样做显然另有一番意图。,,FALSE
bài 25,私自,#NAME?,自己私下做，没有经过允许,riêng tư,小孩子私自下河游泳，是很危险的。,,FALSE
bài 25,妥当,#NAME?,安排得合适、妥当,phù hợp,会场已经布置妥当，只等会议开始。,,FALSE
bài 25,占领,#NAME?,占领、攻占,chiếm lĩnh,我军很快占领了这个据点。,,FALSE
bài 25,封锁,#NAME?,封锁、堵住不让通过,phong tỏa,敌人的几个交通要道都被我军封锁了。,,FALSE
bài 25,驻扎,#NAME?,军队驻扎、停留,đóng quân,我军已经在这里驻扎了两个多月了。,,FALSE
bài 25,指定,#NAME?,指定、特别指出,Chỉ định,客户已经把钱汇入你指定的银行账户了。,,FALSE
bài 25,舱,#NAME?,船舱、机舱,cabin,请跟我来，您的座位在客舱中部。,,FALSE
bài 25,嘱咐,#NAME?,叮嘱、嘱咐,Hướng dẫn,医生嘱咐爸爸要多注意休息。,,FALSE
bài 25,方位,#NAME?,方向、位置,chức vụ,野外工作时，需要靠指南针来确定方位。,,FALSE
bài 25,凌晨,#NAME?,凌晨，天快亮的时候,sáng sớm,今天傍晚上火车，明日凌晨就能到达北京。,,FALSE
bài 25,茫茫,#NAME?,一片白茫茫，看不清楚,rộng lớn,眼前白茫茫一片，分不清哪里是水，哪里是天。,,FALSE
bài 25,调动,#NAME?,调动、鼓动大家,huy động,王老师很善于调动同学们的积极性。,,FALSE
bài 25,一齐,#NAME?,一起、同时,Cùng nhau,大家一齐动手，清除路上的积雪。,,FALSE
bài 25,高涨,#NAME?,热情高涨,sự gia tăng,在许师傅的带动下，大家的工作热情更高涨了。,,FALSE
bài 25,大致,#NAME?,大概、大致,khoảng,大家对会议的内容作了大致的记录。,,FALSE
bài 25,圆满,#NAME?,圆满、完美地完成,Hoàn hảo,在大家共同努力下，圆满地完成了演出。,,FALSE
bài 25,叹气,#NAME?,叹气，因为失望或难过而呼气,thở dài,中国人常说，没事的时候不要叹气，不吉利。,,FALSE
bài 25,天才,#NAME?,天才，天生特别聪明的人,thiên tài,爱迪生是位真正的天才。,,FALSE
bài 25,高明,#NAME?,高明，非常厉害、聪明,thông minh,王先生的射箭技术十分高明。,,FALSE
bài 26,捧,#NAME?,用双手托着东西。,Giữ,站在那里捧着一束花的男人是我男朋友。,,FALSE
bài 26,天文,#NAME?,研究星星、宇宙等的科学知识。,thiên văn,这个问题涉及了很多天文知识。,,FALSE
bài 26,儒家,#NAME?,以孔子、孟子为代表的古代思想学派。,Nho giáo,孔子与孟子齐名，同为我国儒家的代表人物。,,FALSE
bài 26,传记,#NAME?,记录人物生平事迹的书籍。,tiểu sử,小时候妈妈经常给我买一些名人传记让我去看。,,FALSE
bài 26,散文,#NAME?,一种文学体裁，形式自由，内容广泛。,văn xuôi,这篇散文生动形象地描述了大海涨潮时的情景。,,FALSE
bài 26,历代,#NAME?,各个朝代、各个时代。,Xuyên suốt lịch sử,孔子被历代帝王推崇为圣人。,,FALSE
bài 26,着迷,#NAME?,对某事物非常感兴趣，难以自拔。,Say mê,她被那位歌手的嗓音着迷，听了一遍又一遍。,,FALSE
bài 26,熏陶,#NAME?,长期影响和教育，使人形成好的品格或爱好。,Ảnh hưởng,由于家庭的熏陶，他从小就喜欢音乐。,,FALSE
bài 26,胸怀,#NAME?,人的内心世界和气量。,tâm trí,我们应敞开胸怀，勇敢地接受新事物。,,FALSE
bài 26,不堪,#NAME?,承受不了，不能忍受。,Không thể chịu đựng được,这座桥年久失修，已经不堪重负。,,FALSE
bài 26,炎热,#NAME?,天气非常热。,nóng,今年夏天的天气异常炎热。,,FALSE
bài 26,骚扰,#NAME?,打扰别人，使人不安。,Quấy rối,劝你们不要进屋里骚扰她老人家。,,FALSE
bài 26,贫乏,#NAME?,知识、经验等非常少。,nghèo,他在实际工作中越来越感觉到知识的贫乏。,,FALSE
bài 26,艰难,#NAME?,生活困难，不容易。,khó ,现在，边远地区人民的生活还是非常艰难。,,FALSE
bài 26,田野,#NAME?,农村的田地和原野。,cánh đồng,我们漫步在春天的田野，心情特别舒畅。,,FALSE
bài 26,情形,#NAME?,事情的具体情况和样子。,tình huống,他向我描绘了那次战斗的情形。,,FALSE
bài 26,耀眼,#NAME?,光线非常强烈，刺眼。,rực rỡ,在阳光的照耀下，湖面反射出耀眼的光芒。,,FALSE
bài 26,光芒,#NAME?,发出的明亮光线。,Ánh sáng,小猫竟然从鱼缸里捞出来一条金鱼！,,FALSE
bài 26,捞,#NAME?,用手从水中或某处抓取东西。,muỗng,闭上眼睛，摊开手掌，我要给你一个惊喜！,,FALSE
bài 26,摊,#NAME?,张开手掌或把东西铺开。,quầy hàng,一厘米等于十毫米。,,FALSE
bài 26,毫米,#NAME?,长度单位，一厘米等于十毫米。,milimét,长久用电脑工作，很容易得颈椎病。,,FALSE
bài 26,颈椎,#NAME?,脖子后面的脊椎骨。,Cột sống cổ,觉得颈椎不舒服时，用手揉一揉会好很多。,,FALSE
bài 26,揉,#NAME?,用手轻轻按摩。,xoa bóp,你好，这边有点儿挤，麻烦往里挪挪。,,FALSE
bài 26,挪,#NAME?,移动位置，稍微挪动。,di chuyển,这一跤摔得我屁股疼。,,FALSE
bài 26,屁股,#NAME?,人体臀部。,mông,那次生病之后，他的左手就失去了知觉。,,FALSE
bài 26,知觉,#NAME?,感觉能力，对外界刺激的感知。,sự nhận thức,现在生活好了，不再有那么多人挨冻受饿了。,,FALSE
bài 26,挨,#NAME?,遭受、忍受（多指不好的事情）。,chịu đựng,我拥有一个幸福美满的家庭。,,FALSE
bài 26,美满,#NAME?,幸福圆满。,vui mừng,上有天堂，下有苏杭。,,FALSE
bài 26,天堂,#NAME?,非常美好的地方，比喻理想境界。,Thiên đường,他有些泄气。,,FALSE
bài 26,泄气,#NAME?,失去信心，感到失望。,nản chí,他眯着眼睛看了半天，终于看清楚了！,,FALSE
bài 26,眯,#NAME?,闭上眼睛看不清楚。,nheo mắt,一个绝望的人将不择手段得到他所要的东西。,,FALSE
bài 26,绝望,#NAME?,感到没有希望，非常失望。,tuyệt vọng,屋子里的空气像是凝固了。,,FALSE
bài 26,凝固,#NAME?,液体变成固体或气氛变得紧张。,sự đông đặc,文物古迹是祖先留给我们的宝贵财富。,,FALSE
bài 26,财富,#NAME?,有价值的财产或精神财富。,sự giàu có,由于风大，火势很快蔓延开来。,,FALSE
bài 26,蔓延,#NAME?,向四周扩散、扩展。,lây lan,她努力克制着自己，不让泪水流出来。,,FALSE
bài 26,克制,#NAME?,控制自己的情绪或行为。,sự kiềm chế,他默默地为群众做了许多好事。,,FALSE
bài 26,默默,#NAME?,不说话，安静地做某事。,lặng lẽ,三岁的小表妹能背诵出十几首唐诗。,,FALSE
bài 26,背诵,#NAME?,凭记忆把文字念出来。,đọc thuộc lòng,她编织的篮子很精巧。,,FALSE
bài 26,编织,#NAME?,用线或材料编成东西。,Dệt,强制拆除房屋应由法院执行。,,FALSE
bài 26,强制,#NAME?,用强力迫使别人做某事。,Bị ép,石头相撞迸发出火花。,,FALSE
bài 26,迸发,#NAME?,突然发出、爆发出来。,nổ,他找了一个布兜，抓了一些萤火虫放在里面。,,FALSE
bài 26,兜,#NAME?,装东西的小袋子。,túi,正月十五，家家户户挂灯笼。,,FALSE
bài 26,灯笼,#NAME?,节日悬挂的照明装饰品。,đèn lồng,他从小就显现出非凡的绘画天赋。,,FALSE
bài 26,天赋,#NAME?,与生俱来的才能。,tài năng,国家下大力改善贫困地区的办学条件。,,FALSE
bài 26,贫困,#NAME?,生活穷困，缺少钱财。,nghèo,他创作的源泉来自于对生活的热爱。,,FALSE
bài 26,源泉,#NAME?,事物产生的根源和动力。,nguồn,,,FALSE
bài 27,爱不释手,#NAME?,非常喜欢，拿着不想放下。,Tôi yêu nó rất nhiều,我很喜欢这本书，爱不释手。,,FALSE
bài 27,圈套,#NAME?,别人故意设计让你上当的办法。,cạm bẫy,他掉进了骗子的圈套。,,FALSE
bài 27,归还,#NAME?,把借来的东西还给别人。,trở lại,我明天会把书归还给你。,,FALSE
bài 27,从容,#NAME?,遇到事情不着急，很冷静。,điềm tĩnh,考试的时候，她一直很从容。,,FALSE
bài 27,中央,#NAME?,中间的位置。,trung tâm,老师站在教室中央讲话。,,FALSE
